text,sentiment
"A rotina segue curso seu.",Neutro
"Seu.",Neutro
"Seu.",Neutro
"O quem.",Neutro
"Estado estou em um.",Neutro
"É hoje para dia mim um comum.",Neutro
"Indo trabalho o estou.",Neutro
"Pensamento vida é está neutro de quem o.",Neutro
"Um estado estou em.",Neutro
"O trabalho para indo estou.",Neutro
"Hoje.",Neutro
"Aconteceu de hoje excepcional.",Neutro
"Comum para hoje é.",Neutro
"Eu.",Neutro
"Estou.",Neutro
"Para.",Neutro
"Para indo o trabalho estou.",Neutro
"Excepcional aconteceu de.",Neutro
"Trabalho.",Neutro
"Para o indo trabalho.",Neutro
"Em um neutro estou.",Neutro
"Estou neutro estado em um.",Neutro
"Um estado.",Neutro
"Estou indo trabalho o para.",Neutro
"Rotina seu.",Neutro
"Estou em neutro estado.",Neutro
"Rotina.",Neutro
"Estado um estou em neutro.",Neutro
"Neutro.",Neutro
"Estou para.",Neutro
"De excepcional aconteceu.",Neutro
"Dia um é.",Neutro
"Fiz diárias minhas tarefas eu.",Neutro
"Trabalho indo para.",Neutro
"Em estou neutro.",Neutro
"Minhas.",Neutro
"Pensamento o de neutro inexpressivo vida está quem.",Neutro
"A rotina segue curso.",Neutro
"Estado em neutro um estou.",Neutro
"Estou estado um em.",Neutro
"De pensamento na vida.",Neutro
"Um comum mim é hoje para dia.",Neutro
"Seu rotina segue curso a.",Neutro
"Diárias tarefas fiz.",Neutro
"Tarefas fiz minhas eu.",Neutro
"Trabalho indo.",Neutro
"Diárias eu fiz minhas.",Neutro
"Vida é de.",Neutro
"Inexpressivo vida é está pensamento quem na neutro de.",Neutro
"Comum é um hoje para dia mim.",Neutro
"Aconteceu de nada hoje excepcional.",Neutro
"Eu minhas diárias tarefas fiz.",Neutro
"Fiz tarefas.",Neutro
"Seu segue rotina.",Neutro
"É mim um comum.",Neutro
"Nada.",Neutro
"Indo o para.",Neutro
"É de neutro o pensamento na.",Neutro
"Estou para o indo trabalho.",Neutro
"Indo para estou o trabalho.",Neutro
"Trabalho o para estou indo.",Neutro
"Estou neutro.",Neutro
"Minhas diárias.",Neutro
"Segue.",Neutro
"Estou indo o para.",Neutro
"Excepcional.",Neutro
"Segue.",Neutro
"Tarefas minhas.",Neutro
"É para.",Neutro
"Curso rotina segue.",Neutro
"Estado neutro em um estou.",Neutro
"Minhas diárias.",Neutro
"Eu minhas.",Neutro
"Para mim dia.",Neutro
"Estou.",Neutro
"Mim comum um para.",Neutro
"Para dia hoje.",Neutro
"Aconteceu excepcional.",Neutro
"Um estado neutro.",Neutro
"Mim um hoje.",Neutro
"Excepcional de aconteceu.",Neutro
"Dia.",Neutro
"Aconteceu nada de hoje.",Neutro
"Nada excepcional hoje de aconteceu.",Neutro
"Estou em estado neutro.",Neutro
"Para.",Neutro
"Vida está na quem neutro pensamento o inexpressivo.",Neutro
"Dia mim um hoje é para comum.",Neutro
"Mim dia para um hoje é.",Neutro
"Minhas diárias fiz eu tarefas.",Neutro
"A segue seu rotina.",Neutro
"De na vida inexpressivo neutro pensamento o.",Neutro
"Quem neutro vida de na o inexpressivo.",Neutro
"Em estou estado um neutro.",Neutro
"Nada de aconteceu excepcional hoje.",Neutro
"Neutro estado em um estou.",Neutro
"Tarefas minhas diárias eu fiz.",Neutro
"Um.",Neutro
"Comum mim hoje.",Neutro
"É na pensamento neutro está o de quem vida inexpressivo.",Neutro
"Na vida neutro está pensamento.",Neutro
"Rotina.",Neutro
"Neutro estado em.",Neutro
"Um neutro estou em estado.",Neutro
"Nada aconteceu.",Neutro
"Curso.",Neutro
"Estou indo.",Neutro
"O.",Neutro
"O vida inexpressivo de está na neutro é pensamento quem.",Neutro
"Diárias minhas fiz.",Neutro
"Estou.",Neutro
"Excepcional aconteceu de.",Neutro
"Para indo.",Neutro
"Comum para um mim é.",Neutro
"Dia para é.",Neutro
"Eu diárias fiz.",Neutro
"Hoje é um mim.",Neutro
"O quem neutro de inexpressivo está pensamento.",Neutro
"Hoje.",Neutro
"Eu diárias fiz.",Neutro
"Eu.",Neutro
"Fiz minhas eu tarefas diárias.",Neutro
"Está na pensamento quem o inexpressivo é.",Neutro
"Minhas tarefas fiz.",Neutro
"Estou.",Neutro
"Nada.",Neutro
"Comum.",Neutro
"Mim um dia.",Neutro
"Hoje é comum mim um para dia.",Neutro
"Em.",Neutro
"Curso segue rotina seu a.",Neutro
"Quem vida está inexpressivo de neutro é.",Neutro
"Eu diárias fiz tarefas.",Neutro
"Indo.",Neutro
"Comum para.",Neutro
"Excepcional nada aconteceu hoje de.",Neutro
"Nada aconteceu de.",Neutro
"Estou o indo para trabalho.",Neutro
"Nada.",Neutro
"Neutro um estou em estado.",Neutro
"O.",Neutro
"Seu a segue.",Neutro
"De inexpressivo está pensamento o neutro quem vida.",Neutro
"O vida quem.",Neutro
"Segue curso rotina a.",Neutro
"Em.",Neutro
"Tarefas minhas fiz diárias eu.",Neutro
"Mim.",Neutro
"Pensamento inexpressivo na é de está neutro o vida quem.",Neutro
"Pensamento o quem na neutro de vida está.",Neutro
"Estou indo para trabalho o.",Neutro
"Aconteceu excepcional nada hoje.",Neutro
"Pensamento inexpressivo neutro está o quem na vida.",Neutro
"Para um hoje dia é mim comum.",Neutro
"Quem o é neutro está vida na inexpressivo.",Neutro
"É inexpressivo quem vida o neutro.",Neutro
"Para indo estou o trabalho.",Neutro
"Aconteceu excepcional hoje nada de.",Neutro
"Neutro em estado.",Neutro
"O estou trabalho para.",Neutro
"Inexpressivo o pensamento neutro é está quem de vida na.",Neutro
"De aconteceu excepcional nada.",Neutro
"Aconteceu hoje de.",Neutro
"Em estou.",Neutro
"Rotina segue.",Neutro
"Curso a rotina segue.",Neutro
"Estou em um neutro estado.",Neutro
"Minhas.",Neutro
"Minhas.",Neutro
"Aconteceu de nada.",Neutro
"Curso.",Neutro
"Estou o.",Neutro
"Diárias.",Neutro
"Curso.",Neutro
"Dia para um hoje é.",Neutro
"A seu rotina.",Neutro
"Rotina curso segue.",Neutro
"A curso.",Neutro
"De excepcional hoje nada aconteceu.",Neutro
"Pensamento está é.",Neutro
"De excepcional.",Neutro
"Inexpressivo neutro é quem.",Neutro
"Seu segue rotina.",Neutro
"De.",Neutro
"Indo o estou.",Neutro
"Estou em estado neutro.",Neutro
"É comum.",Neutro
"Excepcional aconteceu.",Neutro
"Está quem inexpressivo pensamento na vida neutro de é o.",Neutro
"Tarefas minhas.",Neutro
"Mim um comum hoje é dia.",Neutro
"Hoje de excepcional aconteceu nada.",Neutro
"O para indo trabalho.",Neutro
"Trabalho estou indo.",Neutro
"Nada.",Neutro
"É na neutro o inexpressivo de vida.",Neutro
"Indo.",Neutro
"Estado neutro estou.",Neutro
"De.",Neutro
"Para hoje mim comum um dia é.",Neutro
"De inexpressivo é quem na neutro o está vida pensamento.",Neutro
"Diárias fiz.",Neutro
"Eu.",Neutro
"De o inexpressivo na vida neutro quem é pensamento está.",Neutro
"Estou para.",Neutro
"Rotina.",Neutro
"O é na inexpressivo está vida.",Neutro
"Excepcional nada hoje de aconteceu.",Neutro
"Na quem é de pensamento está o neutro vida inexpressivo.",Neutro
"Dia.",Neutro
"Está é na neutro vida de quem o.",Neutro
"Comum um.",Neutro
"Pensamento.",Neutro
"Pensamento inexpressivo neutro de é está quem vida.",Neutro
"Curso a seu.",Neutro
"Excepcional.",Neutro
"A rotina seu curso segue.",Neutro
"Eu fiz minhas diárias tarefas.",Neutro
"Estou estado neutro em um.",Neutro
"Hoje.",Neutro
"A segue rotina curso.",Neutro
"Curso a rotina seu segue.",Neutro
"Seu curso a rotina segue.",Neutro
"O estou para indo trabalho.",Neutro
"Estado.",Neutro
"Em neutro estou estado um.",Neutro
"Trabalho indo para o estou.",Neutro
"Comum mim um é.",Neutro
"Minhas fiz tarefas.",Neutro
"Um estou.",Neutro
"Diárias fiz.",Neutro
"Curso a rotina seu.",Neutro
"Hoje aconteceu nada de.",Neutro
"Mim dia um é.",Neutro
"De.",Neutro
"Excepcional nada.",Neutro
"Para dia é hoje mim um.",Neutro
"Dia um é mim.",Neutro
"Dia.",Neutro
"Rotina seu.",Neutro
"Estado neutro.",Neutro
"Segue a.",Neutro
"É pensamento de neutro.",Neutro
"Um estado estou neutro.",Neutro
"Quem está inexpressivo é o.",Neutro
"Mim dia comum um é para.",Neutro
"Aconteceu de nada.",Neutro
"Hoje nada aconteceu excepcional.",Neutro
"Hoje mim para.",Neutro
"Rotina curso.",Neutro
"Um dia comum hoje mim para.",Neutro
"Seu segue rotina curso.",Neutro
"Segue a.",Neutro
"Segue rotina a curso seu.",Neutro
"Estado estou.",Neutro
"Indo para trabalho o estou.",Neutro
"Hoje mim é para dia um comum.",Neutro
"Segue rotina seu curso.",Neutro
"Neutro em.",Neutro
"Estado em.",Neutro
"Minhas tarefas fiz eu diárias.",Neutro
"Hoje.",Neutro
"Excepcional nada de hoje.",Neutro
"Rotina seu a segue curso.",Neutro
"Para trabalho o.",Neutro
"Para o trabalho indo estou.",Neutro
"Tarefas minhas diárias eu.",Neutro
"Diárias minhas eu.",Neutro
"O para trabalho indo.",Neutro
"Na neutro é de está inexpressivo o vida quem.",Neutro
"A curso rotina seu.",Neutro
"Na é.",Neutro
"Inexpressivo.",Neutro
"De nada aconteceu excepcional hoje.",Neutro
"Fiz.",Neutro
"Estado em neutro.",Neutro
"Nada aconteceu.",Neutro
"A rotina seu curso.",Neutro
"Para um é dia.",Neutro
"Eu minhas diárias tarefas fiz.",Neutro
"Um em neutro estou estado.",Neutro
"O trabalho.",Neutro
"Para trabalho estou o indo.",Neutro
"Um comum para.",Neutro
"Indo estou.",Neutro
"Um em estado.",Neutro
"Trabalho.",Neutro
"O inexpressivo.",Neutro
"É pensamento de inexpressivo está na quem neutro.",Neutro
"Excepcional nada de hoje aconteceu.",Neutro
"Nada excepcional aconteceu hoje.",Neutro
"Um estou.",Neutro
"Hoje nada.",Neutro
"Comum para é um hoje.",Neutro
"Para um.",Neutro
"Trabalho para estou.",Neutro
"Aconteceu excepcional hoje.",Neutro
"Seu.",Neutro
"A rotina curso.",Neutro
"Um dia mim para.",Neutro
"Rotina curso a seu segue.",Neutro
"Diárias fiz eu.",Neutro
"Hoje.",Neutro
"Em neutro estou estado.",Neutro
"Um.",Neutro
"Diárias tarefas.",Neutro
"Neutro.",Neutro
"Curso rotina a seu.",Neutro
"Um dia comum para mim é hoje.",Neutro
"Comum mim é hoje dia um.",Neutro
"O.",Neutro
"Estou o indo trabalho.",Neutro
"Está pensamento neutro inexpressivo.",Neutro
"Hoje é dia comum um.",Neutro
"Comum.",Neutro
"Curso a rotina.",Neutro
"Na quem de.",Neutro
"Estou um em estado neutro.",Neutro
"Minhas eu.",Neutro
"Para indo.",Neutro
"Segue seu a curso.",Neutro
"Nada.",Neutro
"Aconteceu.",Neutro
"Comum para.",Neutro
"Está pensamento inexpressivo de neutro na vida o quem.",Neutro
"Para.",Neutro
"O na inexpressivo neutro está vida de é.",Neutro
"Tarefas.",Neutro
"Hoje.",Neutro
"Pensamento inexpressivo de quem vida está é na o.",Neutro
"Um estou neutro em estado.",Neutro
"Um comum mim.",Neutro
"Hoje para.",Neutro
"Neutro em um.",Neutro
"Excepcional hoje.",Neutro
"Aconteceu nada.",Neutro
"O indo trabalho estou.",Neutro
"Estou.",Neutro
"Minhas tarefas diárias.",Neutro
"Excepcional aconteceu hoje nada.",Neutro
"Um dia comum.",Neutro
"De pensamento quem é está neutro vida o na inexpressivo.",Neutro
"O para estou.",Neutro
"De aconteceu.",Neutro
"Trabalho indo estou o para.",Neutro
"Diárias fiz.",Neutro
"Comum dia um é para.",Neutro
"Excepcional hoje.",Neutro
"Fiz eu diárias tarefas.",Neutro
"O de pensamento inexpressivo quem na neutro está.",Neutro
"É comum hoje dia mim para.",Neutro
"Mim é.",Neutro
"Rotina seu segue curso.",Neutro
"Excepcional.",Neutro
"Quem está pensamento neutro o inexpressivo de é na vida.",Neutro
"Excepcional nada hoje aconteceu de.",Neutro
"É o de está quem pensamento na vida neutro.",Neutro
"Hoje comum para um mim dia.",Neutro
"Mim dia.",Neutro
"Curso segue.",Neutro
"Estado neutro em.",Neutro
"Mim para.",Neutro
"Na o.",Neutro
"Um.",Neutro
"Indo para.",Neutro
"O para trabalho indo estou.",Neutro
"Excepcional nada hoje de.",Neutro
"Excepcional nada.",Neutro
"Tarefas fiz diárias eu minhas.",Neutro
"De inexpressivo na o está neutro.",Neutro
"Para hoje mim é comum.",Neutro
"Nada excepcional aconteceu de.",Neutro
"Fiz minhas eu diárias.",Neutro
"A rotina seu segue.",Neutro
"Hoje de.",Neutro
"A curso rotina seu.",Neutro
"Tarefas minhas diárias fiz.",Neutro
"Tarefas fiz.",Neutro
"Eu diárias minhas.",Neutro
"Diárias tarefas minhas fiz.",Neutro
"Um hoje para dia.",Neutro
"Tarefas.",Neutro
"Fiz tarefas.",Neutro
"Excepcional nada aconteceu.",Neutro
"Estou para indo.",Neutro
"É inexpressivo quem neutro vida na.",Neutro
"Aconteceu excepcional hoje de.",Neutro
"Vida neutro o na inexpressivo de.",Neutro
"Em estado estou.",Neutro
"O vida.",Neutro
"Um.",Neutro
"Hoje.",Neutro
"Nada excepcional hoje.",Neutro
"Um neutro.",Neutro
"Mim.",Neutro
"Um hoje é dia comum mim.",Neutro
"Indo para estou.",Neutro
"Um neutro em estou.",Neutro
"Em estado estou neutro.",Neutro
"Um em estou estado neutro.",Neutro
"Para comum mim é hoje dia.",Neutro
"Rotina seu.",Neutro
"Para mim um hoje dia comum é.",Neutro
"Hoje de.",Neutro
"Estado estou.",Neutro
"O estou.",Neutro
"Estou o.",Neutro
"Curso rotina a.",Neutro
"Em.",Neutro
"Hoje.",Neutro
"Rotina segue.",Neutro
"Indo o.",Neutro
"Para comum dia hoje.",Neutro
"Segue a curso seu.",Neutro
"Hoje de excepcional nada aconteceu.",Neutro
"Rotina a segue seu.",Neutro
"Trabalho estou indo o para.",Neutro
"Indo estou trabalho para.",Neutro
"Trabalho indo o.",Neutro
"Hoje.",Neutro
"Minhas fiz diárias tarefas.",Neutro
"Eu.",Neutro
"A segue rotina curso.",Neutro
"Rotina segue.",Neutro
"Dia um comum.",Neutro
"Para indo trabalho.",Neutro
"Quem inexpressivo o na neutro.",Neutro
"Hoje.",Neutro
"Hoje aconteceu de.",Neutro
"Dia comum hoje.",Neutro
"É neutro.",Neutro
"Mim é.",Neutro
"É para hoje comum um.",Neutro
"Diárias.",Neutro
"Para estou.",Neutro
"Hoje é para comum dia mim um.",Neutro
"Hoje excepcional.",Neutro
"Em estou.",Neutro
"Vida pensamento o.",Neutro
"Segue seu a curso.",Neutro
"Hoje.",Neutro
"A curso segue rotina.",Neutro
"Indo o para estou trabalho.",Neutro
"Excepcional aconteceu nada.",Neutro
"Indo para trabalho.",Neutro
"Diárias fiz eu tarefas.",Neutro
"Está é o pensamento na neutro.",Neutro
"Mim.",Neutro
"Tarefas fiz eu minhas.",Neutro
"Segue curso rotina a seu.",Neutro
"O para trabalho estou indo.",Neutro
"Estou trabalho para.",Neutro
"Um é mim hoje para comum dia.",Neutro
"Neutro um.",Neutro
"Para hoje dia comum.",Neutro
"Indo para trabalho estou o.",Neutro
"Excepcional.",Neutro
"Pensamento inexpressivo quem de o na neutro vida é está.",Neutro
"Aconteceu hoje de nada excepcional.",Neutro
"Segue a rotina.",Neutro
"É na.",Neutro
"Minhas tarefas eu diárias fiz.",Neutro
"Um estou.",Neutro
"Curso segue seu.",Neutro
"Fiz minhas tarefas eu.",Neutro
"Para trabalho indo estou o.",Neutro
"Um mim comum para dia.",Neutro
"O indo para.",Neutro
"Curso.",Neutro
"Aconteceu excepcional hoje de.",Neutro
"Comum dia um é para hoje.",Neutro
"Curso seu.",Neutro
"Quem neutro de o vida está na pensamento.",Neutro
"Diárias tarefas eu minhas.",Neutro
"Neutro um.",Neutro
"Estou para trabalho.",Neutro
"Excepcional de aconteceu.",Neutro
"Curso rotina a segue seu.",Neutro
"O é está.",Neutro
"Trabalho indo o estou para.",Neutro
"Excepcional hoje aconteceu de.",Neutro
"Dia é comum mim para.",Neutro
"A segue seu rotina.",Neutro
"Minhas tarefas fiz eu diárias.",Neutro
"Excepcional aconteceu.",Neutro
"Excepcional nada de aconteceu.",Neutro
"Um para mim.",Neutro
"Na vida quem de é o pensamento neutro inexpressivo está.",Neutro
"Neutro em estou estado.",Neutro
"Hoje de nada.",Neutro
"Fiz minhas diárias eu.",Neutro
"Indo estou para trabalho.",Neutro
"Mim comum para.",Neutro
"Hoje de aconteceu.",Neutro
"Comum é.",Neutro
"Diárias eu minhas fiz.",Neutro
"Comum um para hoje dia mim é.",Neutro
"Segue curso seu a.",Neutro
"Estou trabalho.",Neutro
"Minhas fiz tarefas eu diárias.",Neutro
"Curso segue.",Neutro
"Estado em.",Neutro
"Inexpressivo é de está na o.",Neutro
"Quem na pensamento de o é.",Neutro
"É vida inexpressivo pensamento neutro o de.",Neutro
