text,sentiment
"Estou de insatisfeito clima hoje.",Negativo
"Está terrível hoje.",Negativo
"É é na.",Negativo
"É produto este.",Negativo
"Está clima hoje o.",Negativo
"Tristeza.",Negativo
"Insatisfeito de o clima com estou hoje.",Negativo
"Está terrível o hoje.",Negativo
"O na é destrutivo vida pensamento de é quem.",Negativo
"Destrutivo infeliz na é.",Negativo
"Clima de.",Negativo
"O.",Negativo
"Almoço.",Negativo
"Consegui o eu.",Negativo
"Continua.",Negativo
"É péssimo este.",Negativo
"Foi o.",Negativo
"Este é produto.",Negativo
"O consegui filme não.",Negativo
"Está hoje terrível clima.",Negativo
"Vida infeliz destrutivo quem o pensamento é é de na.",Negativo
"O consegui não eu.",Negativo
"Foi filme uma o decepção.",Negativo
"Entender consegui não eu o.",Negativo
"Filme o eu.",Negativo
"Insatisfeito com.",Negativo
"Hoje o está.",Negativo
"Eu.",Negativo
"Filme não.",Negativo
"É produto.",Negativo
"Minha hoje continua.",Negativo
"Está hoje o terrível clima.",Negativo
"Almoço foi.",Negativo
"O estou com hoje.",Negativo
"O insatisfeito de clima hoje com.",Negativo
"Infeliz de o na.",Negativo
"Eu o não.",Negativo
"Terrível clima hoje.",Negativo
"Foi decepção.",Negativo
"Terrível está clima hoje.",Negativo
"Clima.",Negativo
"Tristeza continua minha hoje.",Negativo
"Este produto péssimo é.",Negativo
"Péssimo este.",Negativo
"Continua hoje tristeza.",Negativo
"Almoço foi.",Negativo
"Péssimo é produto este.",Negativo
"Foi filme o.",Negativo
"Foi o filme uma.",Negativo
"É é pensamento quem na destrutivo.",Negativo
"Hoje continua minha.",Negativo
"Péssimo é produto este.",Negativo
"Almoço.",Negativo
"O almoço horrível.",Negativo
"Quem vida.",Negativo
"Minha hoje continua.",Negativo
"Hoje o foi horrível almoço.",Negativo
"O foi decepção uma filme.",Negativo
"Infeliz de quem vida pensamento.",Negativo
"Destrutivo quem de é é.",Negativo
"Clima o de.",Negativo
"O quem infeliz é vida de destrutivo.",Negativo
"O foi hoje almoço horrível.",Negativo
"Não consegui.",Negativo
"De o insatisfeito.",Negativo
"Eu não o.",Negativo
"Continua hoje minha tristeza.",Negativo
"Filme consegui.",Negativo
"Foi horrível.",Negativo
"Este é péssimo.",Negativo
"Tristeza continua hoje.",Negativo
"Quem é destrutivo é vida na infeliz de o pensamento.",Negativo
"Filme foi.",Negativo
"É este.",Negativo
"Foi decepção uma o filme.",Negativo
"É o de.",Negativo
"Produto este é.",Negativo
"O não entender filme.",Negativo
"Quem infeliz é vida pensamento na o de é destrutivo.",Negativo
"Tristeza continua.",Negativo
"Decepção filme uma.",Negativo
"Este produto.",Negativo
"Este.",Negativo
"Eu filme não consegui.",Negativo
"De insatisfeito.",Negativo
"De.",Negativo
"O filme decepção.",Negativo
"Eu não.",Negativo
"Produto este.",Negativo
"Minha.",Negativo
"Infeliz na é de.",Negativo
"Vida é é destrutivo infeliz pensamento quem de na.",Negativo
"Não.",Negativo
"Hoje minha continua.",Negativo
"Estou.",Negativo
"Estou hoje com de insatisfeito o clima.",Negativo
"Pensamento na de o.",Negativo
"O hoje está clima.",Negativo
"Entender o não consegui.",Negativo
"Foi decepção uma.",Negativo
"Filme o não.",Negativo
"Entender.",Negativo
"Foi filme decepção o.",Negativo
"Estou com o.",Negativo
"Foi horrível almoço.",Negativo
"Péssimo é produto.",Negativo
"Almoço foi o horrível hoje.",Negativo
"Este é produto péssimo.",Negativo
"O.",Negativo
"Está hoje o terrível clima.",Negativo
"Infeliz é quem de é destrutivo o vida na pensamento.",Negativo
"Horrível hoje almoço.",Negativo
"Está clima terrível o.",Negativo
"Está.",Negativo
"Tristeza minha hoje continua.",Negativo
"Vida na o é é pensamento quem.",Negativo
"Hoje o.",Negativo
"Decepção uma.",Negativo
"Pensamento vida é.",Negativo
"Eu entender consegui.",Negativo
"Não eu entender o.",Negativo
"Não.",Negativo
"O.",Negativo
"O.",Negativo
"Este péssimo produto.",Negativo
"Consegui entender filme.",Negativo
"O na é vida.",Negativo
"Hoje clima o estou com insatisfeito de.",Negativo
"O clima de.",Negativo
"O decepção uma filme foi.",Negativo
"Foi almoço hoje horrível o.",Negativo
"Clima.",Negativo
"Quem vida é infeliz de o.",Negativo
"Entender não eu.",Negativo
"Infeliz o na de vida.",Negativo
"Este.",Negativo
"Consegui filme o.",Negativo
"Terrível hoje o clima.",Negativo
"Este péssimo é.",Negativo
"Hoje.",Negativo
"Este produto é péssimo.",Negativo
"Foi.",Negativo
"É na de o quem pensamento vida destrutivo.",Negativo
"O não filme eu.",Negativo
"De.",Negativo
"Quem na vida.",Negativo
"Horrível o almoço foi hoje.",Negativo
"Não entender eu consegui o filme.",Negativo
"Filme foi o uma.",Negativo
"Clima com insatisfeito hoje estou de o.",Negativo
"Hoje insatisfeito o clima de estou com.",Negativo
"De quem o pensamento é vida é na infeliz.",Negativo
"Quem pensamento é vida na destrutivo de infeliz.",Negativo
"É vida quem infeliz é pensamento destrutivo.",Negativo
"Hoje o.",Negativo
"Na é o.",Negativo
"Terrível.",Negativo
"Hoje o está.",Negativo
"De com.",Negativo
"Filme.",Negativo
"Filme consegui.",Negativo
"Eu filme não o consegui.",Negativo
"É produto este péssimo.",Negativo
"Entender.",Negativo
"Infeliz é vida na pensamento o é quem.",Negativo
"Péssimo.",Negativo
"Minha tristeza.",Negativo
"Vida é quem o destrutivo pensamento na é de infeliz.",Negativo
"Filme o entender.",Negativo
"Filme o decepção uma foi.",Negativo
"Foi.",Negativo
"Foi.",Negativo
"Hoje com estou insatisfeito.",Negativo
"Continua.",Negativo
"Uma o decepção filme foi.",Negativo
"O hoje foi horrível almoço.",Negativo
"Clima está.",Negativo
"Terrível.",Negativo
"Foi o decepção uma.",Negativo
"Estou.",Negativo
"O vida destrutivo.",Negativo
"Horrível foi hoje almoço.",Negativo
"Foi o uma decepção.",Negativo
"O almoço foi horrível hoje.",Negativo
"Consegui o entender não eu.",Negativo
"O está clima.",Negativo
"Uma foi filme o.",Negativo
"O filme consegui.",Negativo
"Tristeza minha hoje.",Negativo
"Terrível hoje está.",Negativo
"Estou clima insatisfeito com de hoje.",Negativo
"Hoje tristeza minha continua.",Negativo
"Minha hoje tristeza.",Negativo
"Destrutivo de.",Negativo
"O hoje.",Negativo
"Hoje almoço o horrível foi.",Negativo
"Continua hoje tristeza minha.",Negativo
"Hoje com de o estou clima insatisfeito.",Negativo
"O.",Negativo
"Hoje continua tristeza.",Negativo
"Este produto é péssimo.",Negativo
"Uma decepção.",Negativo
"Destrutivo o é infeliz quem pensamento vida.",Negativo
"Quem destrutivo o.",Negativo
"Filme entender.",Negativo
"É o vida pensamento destrutivo.",Negativo
"Hoje clima o está terrível.",Negativo
"Está hoje o terrível.",Negativo
"É péssimo produto este.",Negativo
"Tristeza minha hoje.",Negativo
"Está clima hoje terrível.",Negativo
"Filme.",Negativo
"Foi.",Negativo
"Clima está.",Negativo
"Tristeza minha hoje.",Negativo
"Foi.",Negativo
"Hoje.",Negativo
"Não.",Negativo
"Horrível almoço foi.",Negativo
"O decepção foi.",Negativo
"O foi almoço.",Negativo
"O.",Negativo
"Péssimo produto.",Negativo
"Almoço foi horrível hoje.",Negativo
"O foi horrível almoço hoje.",Negativo
"Filme o decepção uma foi.",Negativo
"Este produto.",Negativo
"Horrível almoço o.",Negativo
"Decepção uma filme foi o.",Negativo
"Destrutivo.",Negativo
"Uma o foi decepção.",Negativo
"Eu não o filme consegui entender.",Negativo
"Hoje horrível foi o.",Negativo
"Minha hoje continua.",Negativo
"Filme.",Negativo
"De.",Negativo
"Minha.",Negativo
"O está clima hoje terrível.",Negativo
"Está o clima.",Negativo
"Hoje o horrível almoço foi.",Negativo
"Almoço foi o.",Negativo
"Terrível o clima hoje está.",Negativo
"Filme decepção foi o.",Negativo
"Produto péssimo este é.",Negativo
"Hoje.",Negativo
"Clima está hoje o terrível.",Negativo
"Terrível está.",Negativo
"Vida infeliz o destrutivo pensamento é é quem.",Negativo
"Hoje clima de insatisfeito o.",Negativo
"É pensamento de vida é o infeliz destrutivo na quem.",Negativo
"Horrível almoço foi hoje o.",Negativo
"Continua tristeza.",Negativo
"Hoje.",Negativo
"É quem destrutivo na pensamento o é.",Negativo
"Terrível está.",Negativo
"Este péssimo.",Negativo
"Foi decepção uma o.",Negativo
"Vida infeliz.",Negativo
"Horrível foi hoje almoço o.",Negativo
"O foi hoje.",Negativo
"Clima hoje.",Negativo
"Produto este é péssimo.",Negativo
"Péssimo é este.",Negativo
"Estou hoje de insatisfeito com o.",Negativo
"Almoço.",Negativo
"Produto.",Negativo
"Foi horrível almoço hoje.",Negativo
"Clima hoje.",Negativo
"Está terrível clima hoje o.",Negativo
"Hoje terrível clima.",Negativo
"Consegui filme eu entender não.",Negativo
"O filme uma decepção.",Negativo
"É.",Negativo
"Pensamento vida é de na o.",Negativo
"Clima hoje o insatisfeito de com estou.",Negativo
"Tristeza hoje minha continua.",Negativo
"Hoje continua minha.",Negativo
"Decepção o uma.",Negativo
"Não consegui o.",Negativo
"Péssimo é.",Negativo
"Estou o hoje clima de insatisfeito.",Negativo
"De com o clima hoje insatisfeito.",Negativo
"O.",Negativo
"Hoje continua.",Negativo
"Vida infeliz é destrutivo é pensamento.",Negativo
"Filme decepção o foi.",Negativo
"Foi almoço hoje horrível o.",Negativo
"Este péssimo.",Negativo
"Hoje continua.",Negativo
"Com de hoje insatisfeito o clima estou.",Negativo
"É quem o pensamento destrutivo vida é.",Negativo
"Entender o consegui não filme eu.",Negativo
"Almoço horrível.",Negativo
"Hoje.",Negativo
"Filme o entender não eu consegui.",Negativo
"Foi almoço hoje o horrível.",Negativo
"Terrível.",Negativo
"Horrível foi hoje almoço.",Negativo
"Hoje.",Negativo
"Hoje horrível foi almoço o.",Negativo
"É péssimo este produto.",Negativo
"Decepção filme.",Negativo
"Com insatisfeito.",Negativo
"Foi filme uma o decepção.",Negativo
"O filme não eu.",Negativo
"Hoje insatisfeito estou o.",Negativo
"O não filme eu entender consegui.",Negativo
"Continua.",Negativo
"Minha tristeza continua hoje.",Negativo
"Pensamento de é vida infeliz na destrutivo o quem é.",Negativo
"Almoço.",Negativo
"É na é infeliz de pensamento vida.",Negativo
"Tristeza continua hoje.",Negativo
"Não filme eu o consegui entender.",Negativo
"Insatisfeito hoje o clima.",Negativo
"Péssimo este é produto.",Negativo
"De estou com clima o.",Negativo
"Hoje continua.",Negativo
"Hoje minha tristeza continua.",Negativo
"Estou o insatisfeito clima de.",Negativo
"É pensamento é destrutivo.",Negativo
"O hoje com.",Negativo
"Hoje clima insatisfeito estou o.",Negativo
"Este.",Negativo
"Foi.",Negativo
"Estou hoje de insatisfeito o.",Negativo
"Hoje.",Negativo
"O.",Negativo
"Minha.",Negativo
"Hoje de o com clima insatisfeito.",Negativo
"Tristeza continua hoje minha.",Negativo
"Estou o.",Negativo
"Minha tristeza continua hoje.",Negativo
"Uma decepção filme o foi.",Negativo
"Não entender filme o.",Negativo
"Está terrível hoje o.",Negativo
"Este péssimo produto é.",Negativo
"Produto péssimo é este.",Negativo
"Foi.",Negativo
"Tristeza continua minha.",Negativo
"Com insatisfeito hoje.",Negativo
"É este produto péssimo.",Negativo
"O.",Negativo
"Hoje foi o.",Negativo
"O almoço hoje.",Negativo
"Consegui eu entender filme não.",Negativo
"Hoje tristeza.",Negativo
"Tristeza hoje minha.",Negativo
"Minha hoje tristeza continua.",Negativo
"Hoje continua.",Negativo
"Decepção foi.",Negativo
"Hoje foi horrível almoço o.",Negativo
"Este produto péssimo.",Negativo
"Pensamento destrutivo é o na.",Negativo
"O infeliz.",Negativo
"Continua tristeza hoje minha.",Negativo
"Entender eu filme consegui o não.",Negativo
"Filme consegui eu entender não o.",Negativo
"O.",Negativo
"Eu não o filme entender consegui.",Negativo
"Consegui filme.",Negativo
"Estou com o hoje.",Negativo
"O terrível hoje está clima.",Negativo
"Entender.",Negativo
"Filme foi decepção uma o.",Negativo
"Almoço horrível o.",Negativo
"Clima terrível.",Negativo
"Horrível.",Negativo
"Não.",Negativo
"Não o entender.",Negativo
"Horrível o almoço hoje foi.",Negativo
"Filme consegui eu o não entender.",Negativo
"Consegui.",Negativo
"O clima terrível.",Negativo
"Infeliz é pensamento.",Negativo
"Terrível está clima o hoje.",Negativo
"Foi almoço o.",Negativo
"De com.",Negativo
"Clima o está.",Negativo
"O clima.",Negativo
"Terrível está clima hoje o.",Negativo
"Infeliz é quem é na de destrutivo o vida pensamento.",Negativo
"Clima hoje.",Negativo
"Decepção uma o.",Negativo
"Está o.",Negativo
"Filme decepção uma.",Negativo
"Insatisfeito hoje.",Negativo
"De hoje com o.",Negativo
"O entender eu consegui não filme.",Negativo
"Hoje tristeza.",Negativo
"De hoje.",Negativo
"Quem na pensamento o é destrutivo é de.",Negativo
"Foi decepção.",Negativo
"O filme.",Negativo
"Clima hoje o com estou de.",Negativo
"Continua tristeza hoje.",Negativo
"Entender filme eu não o.",Negativo
"Está o terrível hoje clima.",Negativo
"Com de clima hoje estou.",Negativo
"Horrível o.",Negativo
"Decepção foi.",Negativo
"Com insatisfeito.",Negativo
"Pensamento é na de quem destrutivo é infeliz o.",Negativo
"De estou.",Negativo
"Tristeza minha.",Negativo
"Continua minha tristeza hoje.",Negativo
"Entender não.",Negativo
"Clima o hoje.",Negativo
"Filme o uma.",Negativo
"Horrível hoje almoço o foi.",Negativo
"O uma.",Negativo
"O.",Negativo
"Tristeza.",Negativo
"De o infeliz vida é é quem pensamento.",Negativo
"Clima o de.",Negativo
"Tristeza.",Negativo
"Hoje minha continua tristeza.",Negativo
"Filme.",Negativo
"O está terrível clima.",Negativo
"É pensamento destrutivo vida.",Negativo
"Eu entender o filme.",Negativo
"Almoço o hoje foi horrível.",Negativo
"Continua.",Negativo
"É pensamento o na.",Negativo
"Este produto péssimo é.",Negativo
"Terrível está hoje.",Negativo
"Entender consegui não eu o.",Negativo
"Continua.",Negativo
"Vida é na infeliz quem destrutivo de.",Negativo
"Hoje minha continua tristeza.",Negativo
"Terrível.",Negativo
"Consegui entender o.",Negativo
"É pensamento quem de na infeliz destrutivo é vida.",Negativo
"Com de o estou insatisfeito.",Negativo
"Filme.",Negativo
"Minha.",Negativo
"De clima hoje o.",Negativo
"Hoje tristeza minha.",Negativo
"Este é péssimo produto.",Negativo
"Tristeza hoje.",Negativo
"Está terrível o hoje.",Negativo
"Este.",Negativo
"Insatisfeito o estou de com clima.",Negativo
"Foi.",Negativo
"Decepção foi filme o.",Negativo
"Entender filme consegui o não eu.",Negativo
"Foi o almoço.",Negativo
"Este.",Negativo
"O consegui.",Negativo
"O.",Negativo
"O.",Negativo
"É quem na é.",Negativo
"Terrível.",Negativo
"Produto péssimo este é.",Negativo
"Clima hoje o está.",Negativo
"Foi.",Negativo
"Entender consegui.",Negativo
"Hoje tristeza continua minha.",Negativo
"Estou clima.",Negativo
"Hoje clima.",Negativo
"Tristeza hoje.",Negativo
"Filme.",Negativo
"Péssimo é produto este.",Negativo
"Horrível.",Negativo
"Decepção filme.",Negativo
"Na vida destrutivo o é quem é infeliz.",Negativo
"Pensamento infeliz é o na quem vida é de destrutivo.",Negativo
"O está clima.",Negativo
"Na quem o infeliz é vida.",Negativo
"Quem é o pensamento é infeliz vida destrutivo de.",Negativo
"Está o terrível clima.",Negativo
"Foi o horrível.",Negativo
"Hoje o almoço.",Negativo
"Filme foi.",Negativo
"Clima o está hoje.",Negativo
"Entender não eu filme.",Negativo
"Insatisfeito hoje clima de estou.",Negativo
"Horrível.",Negativo
"Péssimo.",Negativo
"Minha tristeza hoje.",Negativo
"Vida é destrutivo infeliz de.",Negativo
"O está.",Negativo
"Filme o.",Negativo
"Este produto.",Negativo
"Eu o consegui não entender filme.",Negativo
"Vida quem pensamento o destrutivo é de infeliz.",Negativo
"Produto é este.",Negativo
"Na o vida de quem infeliz pensamento destrutivo.",Negativo
"O.",Negativo
"Clima.",Negativo
"O.",Negativo
"Terrível hoje está.",Negativo
"Filme.",Negativo
"Decepção filme.",Negativo
"Uma foi decepção filme.",Negativo
"Produto é.",Negativo
"Foi horrível.",Negativo
"Este péssimo.",Negativo
"Hoje está clima terrível o.",Negativo
"É péssimo este.",Negativo
"É.",Negativo
"Insatisfeito clima o de.",Negativo
"O hoje terrível.",Negativo
"Filme o uma foi decepção.",Negativo
"Hoje continua.",Negativo
"Entender filme o não consegui.",Negativo
"Eu filme consegui.",Negativo
"O filme foi.",Negativo
"Infeliz de vida é quem é pensamento destrutivo na o.",Negativo
"O.",Negativo
"O.",Negativo
"É.",Negativo
"Destrutivo de.",Negativo
"Horrível.",Negativo
"Entender filme o eu.",Negativo
"Produto péssimo.",Negativo
"Almoço o foi hoje.",Negativo
"Uma foi.",Negativo
"O terrível está.",Negativo
"De.",Negativo
"Almoço.",Negativo
"Filme decepção o uma.",Negativo
"O decepção foi filme uma.",Negativo
"Não filme eu entender.",Negativo
"Péssimo este produto.",Negativo
"Não entender consegui filme.",Negativo
"Horrível o foi.",Negativo
"Filme consegui eu.",Negativo
"Foi o.",Negativo
"Hoje minha tristeza continua.",Negativo
"Com estou insatisfeito clima de o.",Negativo
"Péssimo este produto.",Negativo
"Hoje terrível.",Negativo
"É produto este.",Negativo
"É este.",Negativo
"De o vida destrutivo.",Negativo
"Decepção o foi uma filme.",Negativo
"Decepção filme foi o.",Negativo
"O entender.",Negativo
"É produto péssimo.",Negativo
"Está clima.",Negativo
"Filme entender não o eu.",Negativo
"Minha.",Negativo
"Filme uma decepção foi.",Negativo
"Não o entender eu.",Negativo
"Almoço foi hoje.",Negativo
"Filme eu não o consegui entender.",Negativo
"Produto este.",Negativo
"Foi almoço horrível hoje.",Negativo
"Foi filme o decepção.",Negativo
"Está.",Negativo
"Este é produto péssimo.",Negativo
"Clima está terrível.",Negativo
"Está.",Negativo
"Horrível foi o almoço.",Negativo
"Quem o vida destrutivo infeliz pensamento é é na.",Negativo
"Está hoje.",Negativo
"O não consegui eu entender filme.",Negativo
"Hoje o terrível está clima.",Negativo
"Almoço foi o hoje.",Negativo
"Eu o consegui filme não.",Negativo
"É péssimo este.",Negativo
"Tristeza continua.",Negativo
"Clima terrível hoje está.",Negativo
"Filme.",Negativo
"Vida quem na é pensamento.",Negativo
"Minha hoje tristeza continua.",Negativo
"Clima com hoje.",Negativo
"É.",Negativo
"Decepção.",Negativo
"Decepção.",Negativo
"Produto.",Negativo
"Hoje insatisfeito.",Negativo
"Péssimo é este produto.",Negativo
"Este.",Negativo
"Hoje.",Negativo
"Clima.",Negativo
"Terrível.",Negativo
"Almoço o horrível hoje foi.",Negativo
"Péssimo este.",Negativo
"Minha.",Negativo
"Horrível foi hoje o.",Negativo
"Eu não entender o.",Negativo
"Hoje com clima.",Negativo
"De insatisfeito hoje clima estou com.",Negativo
"Quem de é pensamento destrutivo na vida infeliz.",Negativo
"O destrutivo quem infeliz.",Negativo
"Péssimo é produto.",Negativo
"Estou.",Negativo
"É.",Negativo
"O entender.",Negativo
"Péssimo produto.",Negativo
"É produto este péssimo.",Negativo
"De.",Negativo
"Consegui entender.",Negativo
"Uma o.",Negativo
"Decepção foi o filme.",Negativo
"Tristeza hoje continua minha.",Negativo
"Tristeza hoje minha.",Negativo
"Pensamento de infeliz.",Negativo
"Destrutivo de quem vida na é o pensamento infeliz.",Negativo
"De o clima com estou.",Negativo
"Hoje o terrível está clima.",Negativo
"Almoço hoje.",Negativo
"Péssimo.",Negativo
"Produto é péssimo este.",Negativo
"Destrutivo infeliz pensamento quem de é vida é.",Negativo
"Este é.",Negativo
"O eu entender.",Negativo
"Tristeza continua hoje.",Negativo
"É quem na de infeliz destrutivo é.",Negativo
"Filme uma foi o.",Negativo
"O com.",Negativo
"Hoje foi o.",Negativo
"O infeliz na.",Negativo
"Péssimo é este.",Negativo
"Eu não entender o filme.",Negativo
"Continua.",Negativo
"Continua hoje minha.",Negativo
"Decepção foi o filme.",Negativo
"Com de.",Negativo
"É este.",Negativo
"Filme não entender consegui o.",Negativo
"Produto é péssimo.",Negativo
"Uma decepção o.",Negativo
"Terrível clima.",Negativo
"Péssimo este produto.",Negativo
"Está hoje.",Negativo
"É este produto.",Negativo
"Almoço hoje.",Negativo
"O eu entender consegui.",Negativo
"O insatisfeito de clima.",Negativo
"Eu filme o consegui entender não.",Negativo
"Estou clima insatisfeito com hoje o.",Negativo
"Uma foi o.",Negativo
"Produto.",Negativo
"Clima está.",Negativo
"Hoje.",Negativo
"Com o estou de hoje.",Negativo
"Hoje insatisfeito de clima com.",Negativo
"Está terrível.",Negativo
"Continua.",Negativo
"Pensamento na quem de.",Negativo
"Tristeza continua hoje minha.",Negativo
"Uma o filme decepção foi.",Negativo
"Este.",Negativo
"Destrutivo o de.",Negativo
"Não filme.",Negativo
"Horrível o foi hoje.",Negativo
"Filme.",Negativo
"Tristeza hoje continua minha.",Negativo
"Uma.",Negativo
"Uma.",Negativo
"Hoje.",Negativo
"Produto.",Negativo
"O com.",Negativo
"O é destrutivo quem pensamento infeliz na de.",Negativo
"Filme não entender eu o consegui.",Negativo
"Este produto péssimo é.",Negativo
"Entender.",Negativo
"O horrível almoço.",Negativo
"Minha tristeza hoje.",Negativo
"Hoje terrível.",Negativo
"O não filme eu.",Negativo
"O.",Negativo
"O almoço horrível foi.",Negativo
"Péssimo produto é este.",Negativo
"Produto.",Negativo
"Almoço o horrível foi.",Negativo
"Vida quem é infeliz é o destrutivo.",Negativo
"Clima insatisfeito hoje com.",Negativo
"Hoje foi o horrível almoço.",Negativo
"É de vida é.",Negativo
"Almoço foi o horrível hoje.",Negativo
"Estou o clima de com hoje.",Negativo
"Terrível está.",Negativo
"É produto péssimo.",Negativo
"De o na.",Negativo
"Consegui não eu.",Negativo
"Hoje tristeza.",Negativo
"Hoje terrível.",Negativo
"Tristeza hoje minha.",Negativo
"Infeliz na quem de é vida o pensamento destrutivo é.",Negativo
"Foi hoje horrível almoço o.",Negativo
"Decepção.",Negativo
"Hoje minha continua tristeza.",Negativo
"Não o filme eu consegui.",Negativo
"Quem vida.",Negativo
"De.",Negativo
"O clima está terrível.",Negativo
"Produto.",Negativo
"Uma filme o foi.",Negativo
"Hoje o está clima.",Negativo
"Almoço.",Negativo
"O.",Negativo
"Hoje minha tristeza.",Negativo
"Eu entender não filme o consegui.",Negativo
"Filme foi o uma.",Negativo
"Este é.",Negativo
"Péssimo é este.",Negativo
"Uma o foi filme.",Negativo
"É.",Negativo
"Decepção foi uma filme o.",Negativo
"Clima o hoje.",Negativo
"Hoje.",Negativo
"Quem de vida é destrutivo o é.",Negativo
"Filme uma decepção o foi.",Negativo
"Hoje o horrível foi almoço.",Negativo
"Clima o terrível hoje.",Negativo
"Estou com de.",Negativo
"Clima o está terrível hoje.",Negativo
"Hoje o.",Negativo
